Nome do Estado;Sigla do Estado;População Total do Estado em 2010;População Urbana do Estado em 2010;População Rural do Estado em 2010;Produto;Quantidade Estabelecimentos;Quantidade de Estabelecimentos não ligados à Agricultura Familiar;Quantidade de Estabelecimentos ligados à Agricultura Familiar;Quantidade Produzida (t);Quantidade Produzida (t) não ligada à Agricultura Familiar;Quantidade Produzida (t) ligada à Agricultura Familiar;Quantidade Vendida (t);Quantidade Vendida não ligada à Agricultura Familiar (t);Quantidade Vendida ligada à Agricultura Familiar (t);Valor da Produção Total (em mil R$);Valor da Produção Total não ligada à Agricultura Familiar (em mil R$);Valor da Produção Total ligada à Agricultura Familiar (em mil R$);Valor da Venda Total (em mil R$);Valor da Venda Total não ligada à Agricultura Familiar (em mil R$);Valor da Venda Total ligada à Agricultura Familiar (em mil R$);Quantidade Vendida em 2018 (t);Valor Comercialiazado em 2018 (em mil R$);Preço Médio Praticado em 2018 (R$);Quantidade Vendida em 2019 (t);Valor Comercializado em 2019 (em mil R$);Preço Médio Praticado em 2019 (R$);Quantidade Vendida em 2020 (t);Valor Comercializado em 2020 (em mil R$);Preço Médio Praticado em 2020 (R$);Quantidade Vendida em 2021 (t);Valor Comercializado em 2021 (em mil R$);Preço Médio Praticado (R$) em 2021 (R$);Quantidade Vendida em 2022 (t);Valor Comercializado em 2022 (em mil R$);Preço Médio Praticado (R$) em 2022 (R$)
Maranhão;MA;6574789;4147149;2427640;Taioba;2;-;2;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Maranhão;MA;6574789;4147149;2427640;Tomate (estaqueado);519;89;430;2245;524;1721;2201;522;1679;3439;848;2591;3365;844;2522;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Maranhão;MA;6574789;4147149;2427640;Vagem (feijão vagem);33;6;27;21;7;13;20;7;13;103;31;72;100;31;69;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Minas Gerais;MG;19597330;16715216;2882114;Abobrinha;6836;1364;5472;30075;6927;23148;29360;6778;22582;25739;5838;19901;24997;5678;19319;30791,99;37781,51;1,23;28858,07;39452,87;1,37;27859,07;39886,9;1,43;28506,35;51339,04;1,8;30374,07;63846,88;2,1
Minas Gerais;MG;19597330;16715216;2882114;Acelga;737;189;548;3169;966;2203;3048;915;2133;4329;1129;3200;4174;1069;3105;1009,19;2320,66;2,3;872,65;1793,85;2,06;872,69;1510,12;1,73;909,15;1551,76;1,71;1040,22;2285,91;2,2
Minas Gerais;MG;19597330;16715216;2882114;Agrião;1295;274;1021;1945;826;1120;1825;789;1036;5027;1936;3091;4760;1850;2910;332,44;1765,61;5,31;373,25;1909,67;5,12;301,36;1561,53;5,18;300,13;1738,58;5,79;281,9;1891,89;6,71
Minas Gerais;MG;19597330;16715216;2882114;Alcachofra;13;5;8;4;2;1;3;2;1;30;25;5;29;25;4;15,86;452,23;28,52;10,52;222,86;21,19;12,95;240,41;18,57;15,55;186,28;11,98;5,0;56,76;11,35
Minas Gerais;MG;19597330;16715216;2882114;Alecrim;256;69;187;19;6;13;18;6;12;108;46;62;99;43;56;0,81;5,04;6,18;1,85;15,66;8,46;1,0;12,24;12,18;3,13;32,53;10,38;7,31;66,01;9,03
Minas Gerais;MG;19597330;16715216;2882114;Alface;19088;4033;15055;49782;21687;28095;45203;20180;25023;120692;48294;72398;108256;43929;64326;1963,83;8159,99;4,16;1962,67;8489,24;4,33;1916,75;7804,66;4,07;2019,82;9643,44;4,77;2240,97;14488,1;6,47
Minas Gerais;MG;19597330;16715216;2882114;Alho-porró;908;190;718;428;319;109;379;285;94;2577;1985;592;2223;1765;458;588,13;1748,51;2,97;846,85;3025,42;3,57;1308,81;11507,78;8,79;1810,05;6754,83;3,73;1791,76;7778,11;4,34
Minas Gerais;MG;19597330;16715216;2882114;Almeirão;3045;700;2345;5011;2163;2848;4634;2060;2574;11002;4441;6561;10140;4217;5923;228,31;736,89;3,23;243,11;803,16;3,3;245,66;931,58;3,79;290,32;1055,0;3,63;286,45;1481,05;5,17
Minas Gerais;MG;19597330;16715216;2882114;Aspargo;8;4;4;0;0;0;0;0;0;2;2;0;2;1;0;14,78;404,07;27,34;12,18;367,14;30,14;4,87;259,57;53,34;6,16;338,9;55,04;15,96;1035,72;64,92
Minas Gerais;MG;19597330;16715216;2882114;Batata-baroa (mandioquinha);390;103;287;28624;19416;9208;28396;19337;9059;37319;24021;13298;37030;23883;13147;8924,24;22373,06;2,51;7168,19;28287,74;3,95;7888,5;25257,68;3,2;8674,12;29195,54;3,37;5867,85;42441,73;7,23
Minas Gerais;MG;19597330;16715216;2882114;Batata-doce;1868;328;1540;12624;6778;5846;12140;6737;5403;12203;4706;7497;11693;4632;7060;35574,03;77621,99;2,18;41173,22;72545,66;1,76;40039,25;72104,68;1,8;41306,33;82616,85;2;45519,46;100477,92;2,21
Minas Gerais;MG;19597330;16715216;2882114;Berinjela;1604;305;1299;10493;2014;8478;10372;1991;8381;8034;1684;6349;7899;1635;6263;10036,35;11718,4;1,17;8874,99;11027,95;1,24;8268,36;12090,87;1,46;8705,72;15072,79;1,73;8122,4;17904,99;2,2
Minas Gerais;MG;19597330;16715216;2882114;Bertalha;38;12;26;6;4;2;6;4;2;16;10;6;14;10;4;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Minas Gerais;MG;19597330;16715216;2882114;Beterraba;6318;1248;5070;28828;26073;2755;28509;25915;2594;21868;18023;3845;21377;17863;3514;31760,25;46712,93;1,47;32203,35;51421,93;1,6;27256,17;40768,36;1,5;28522,36;54316,86;1,9;29301,64;63792,03;2,18
Minas Gerais;MG;19597330;16715216;2882114;Boldo;306;101;205;2;1;1;1;0;0;13;5;8;5;3;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Minas Gerais;MG;19597330;16715216;2882114;Bucha (esponja vegetal);278;38;240;140;13;127;137;13;124;1190;108;1082;1165;106;1058;19,8;1568,36;79,21;18,25;1963,97;107,59;15,95;2168,3;135,95;18,65;2860,09;153,37;16,57;2436,87;147,07
Minas Gerais;MG;19597330;16715216;2882114;Camomila;78;23;55;1;1;1;1;1;0;10;2;8;4;1;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Minas Gerais;MG;19597330;16715216;2882114;Caruru;50;9;41;21;1;21;21;0;20;43;2;41;41;2;39;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Minas Gerais;MG;19597330;16715216;2882114;Cará;304;59;245;3885;1389;2496;3871;1387;2484;5687;1646;4041;5662;1641;4021;1956,61;2935,66;1,5;1570,04;3307,45;2,11;1616,4;3934,42;2,43;1770,34;4277,04;2,42;1906,37;5877,03;3,08
Minas Gerais;MG;19597330;16715216;2882114;Cebolinha;15633;3336;12297;7269;2123;5145;6653;2006;4647;34042;9754;24288;30453;9176;21278;263,48;2635,51;10;340,67;3152,58;9,25;316,36;3757,14;11,88;328,18;4523,78;13,78;391,63;5576,2;14,24
Minas Gerais;MG;19597330;16715216;2882114;Cenoura;6741;1381;5360;309759;302184;7575;308135;300695;7440;177995;171307;6688;176280;169866;6414;72968,61;98904,27;1,36;71806,24;115333,93;1,61;65575,61;107062,44;1,63;73339,59;110931,93;1,51;67371,18;179376,81;2,66
Minas Gerais;MG;19597330;16715216;2882114;Chicória;800;170;630;955;437;518;888;415;474;2239;913;1327;2079;868;1211;247,37;935,42;3,78;220,75;877,71;3,98;115,63;445,86;3,86;122,11;471,26;3,86;114,54;697,31;6,09
Minas Gerais;MG;19597330;16715216;2882114;Chuchu;3853;789;3064;32614;16507;16107;31917;16306;15611;21512;9179;12333;20949;9049;11900;38346,41;32075,01;0,84;32803,84;42180,62;1,29;32146,33;37335,17;1,16;34719,63;46472,34;1,34;30821,76;58437,41;1,9
Minas Gerais;MG;19597330;16715216;2882114;Coentro;4860;973;3887;1472;357;1116;1367;341;1026;8077;1944;6133;7420;1834;5586;84,8;905,85;10,68;77,43;877,11;11,33;81,44;978,38;12,01;96,43;1769,49;18,35;102,99;1349,09;13,1
Minas Gerais;MG;19597330;16715216;2882114;Cogumelos;50;18;32;685;534;151;629;485;144;7860;4796;3064;7000;4190;2810;12,0;408,54;34,06;22,2;815,53;36,74;23,23;635,57;27,36;33,78;1103,78;32,68;29,63;1547,6;52,23
Minas Gerais;MG;19597330;16715216;2882114;Couve;16468;3485;12983;16053;5062;10991;14767;4704;10062;41341;14288;27053;37358;13296;24062;888,06;5324,16;6;919,81;5674,36;6,17;751,73;4796,79;6,38;809,04;5575,59;6,89;842,67;8840,5;10,49
Minas Gerais;MG;19597330;16715216;2882114;Couve-flor;2075;371;1704;12418;4917;7501;12094;4775;7319;19084;5858;13225;18592;5700;12892;15074,06;25586,34;1,7;14503,57;27594,62;1,9;14974,53;29151,28;1,95;18728,97;36450,43;1,95;17246,67;42309,29;2,45
Minas Gerais;MG;19597330;16715216;2882114;Ervilha (vagem);456;67;389;800;96;704;796;95;700;2772;386;2386;2757;384;2373;654,37;3660,98;5,59;659,44;3815,66;5,79;685,17;3602,32;5,26;723,6;5934,08;8,2;833,03;7600,53;9,12
Minas Gerais;MG;19597330;16715216;2882114;Espinafre;1492;311;1181;1798;698;1101;1692;686;1006;3802;1516;2286;3551;1486;2065;304,66;792,77;2,6;333,65;900,07;2,7;300,8;872,08;2,9;236,05;821,31;3,48;512,87;1781,91;3,47
Minas Gerais;MG;19597330;16715216;2882114;Gengibre;132;15;117;118;51;67;117;51;66;222;124;98;219;124;95;938,36;2948,66;3,14;925,97;2465,36;2,66;712,54;3634,88;5,1;973,15;4741,36;4,87;1209,58;4489,47;3,71
Minas Gerais;MG;19597330;16715216;2882114;Hortelã;854;205;649;262;96;166;257;95;162;1337;551;787;1301;545;756;29,83;432,5;14,5;26,18;420,36;16,06;26,2;393,11;15,01;28,15;788,69;28,02;39,08;680,8;17,42
Minas Gerais;MG;19597330;16715216;2882114;Inhame;1870;370;1500;10721;4482;6238;9584;3516;6067;13828;5304;8524;12619;4368;8251;25655,5;38929,66;1,52;23571,4;52446,4;2,23;24051,56;52904,49;2,2;31901,41;56612,25;1,77;27256,02;78591,62;2,88
Minas Gerais;MG;19597330;16715216;2882114;Jiló;6011;1254;4757;17924;5098;12826;17575;5043;12532;21516;5718;15797;21026;5626;15399;18809,23;27884,33;1,48;17807,06;28858,77;1,62;16460,63;29872,94;1,81;16968,12;38009,53;2,24;16464,64;46930,96;2,85
Minas Gerais;MG;19597330;16715216;2882114;Lentilha;6;2;4;6;X;X;6;X;X;20;X;X;20;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Minas Gerais;MG;19597330;16715216;2882114;Manjericão;522;144;378;215;56;160;212;55;158;992;273;718;970;265;704;14,13;216,82;15,35;13,26;187,2;14,11;18,62;290,84;15,62;19,66;323,74;16,46;21,0;497,97;23,71
Minas Gerais;MG;19597330;16715216;2882114;Maxixe;2141;374;1767;1667;334;1334;1606;325;1280;2066;390;1677;1958;374;1584;419,11;672,54;1,6;489,74;810,09;1,65;537,4;1105,26;2,06;619,46;1523,02;2,46;454,77;1624,82;3,57
Minas Gerais;MG;19597330;16715216;2882114;Milho verde (espiga);3990;811;3179;42188;26878;15310;39017;25930;13088;29548;15733;13815;25899;14666;11233;17132,63;21452,75;1,25;17597,66;22929,63;1,3;19482,26;24761,87;1,27;20688,27;35915,01;1,74;21490,29;44712,68;2,08
Minas Gerais;MG;19597330;16715216;2882114;Morango;4911;364;4547;92206;13545;78661;91963;13532;78430;389007;64813;324194;388020;64757;323263;7858,23;51878,2;6,6;6425,53;49028,45;7,63;7012,42;62393,1;8,9;8449,03;75763,78;8,97;8249,51;91114,54;11,04
Minas Gerais;MG;19597330;16715216;2882114;Mostarda (semente);4;2;2;0;X;X;0;X;X;0;X;X;0;X;X;458,37;1217,98;2,66;556,03;1423,08;2,56;346,52;1060,74;3,06;259,53;863,89;3,33;411,55;1917,37;4,66
Minas Gerais;MG;19597330;16715216;2882114;Nabo;74;17;57;18;7;11;16;6;10;57;20;36;53;19;33;42,16;477,93;11,33;40,08;459,99;11,48;39,02;462,36;11,85;55,36;1026,33;18,54;77,18;660,89;8,56
Minas Gerais;MG;19597330;16715216;2882114;Orégano;88;23;65;2;2;1;2;2;1;22;14;8;19;12;7;0,94;37,4;40;3,38;135,16;40;1,4;64,0;45,71;4,66;147,13;31,57;1,85;26,25;14,2
Minas Gerais;MG;19597330;16715216;2882114;Pepino;2299;452;1847;17915;5337;12578;17351;4886;12465;17926;5092;12834;17579;4864;12714;21530,78;29461,07;1,37;21389,46;31689,4;1,48;19400,57;32345,06;1,67;20508,9;42538,61;2,07;21092,28;55945,38;2,65
Minas Gerais;MG;19597330;16715216;2882114;Pimenta;2426;508;1918;1640;369;1271;1563;347;1215;13468;2114;11354;12750;1964;10786;1048,93;11334,36;10,81;1174,73;10140,8;8,63;1163,24;17887,96;15,38;1349,32;25687,81;19,04;1319,15;22055,11;16,72
Minas Gerais;MG;19597330;16715216;2882114;Pimentão;4760;937;3823;26282;8308;17974;25909;8238;17671;36947;11317;25630;36277;11209;25068;21668,14;71175,57;3,28;20061,6;81956,39;4,09;19028,85;80471,22;4,23;19805,24;104644,39;5,28;19991,93;129379,33;6,47
Minas Gerais;MG;19597330;16715216;2882114;Quiabo;10268;2084;8184;23902;7813;16089;22111;6449;15662;47668;15824;31843;43321;12402;30919;18210,29;48005,18;2,64;16831,68;50418,76;3;15512,36;57930,13;3,73;16721,67;78454,38;4,69;16556,68;93186,42;5,63
Minas Gerais;MG;19597330;16715216;2882114;Rabanete;557;146;411;407;182;225;391;177;214;1002;396;605;958;384;574;191,15;701,68;3,67;197,99;983,96;4,97;171,37;776,05;4,53;260,23;2831,75;10,88;283,99;1904,03;6,7
Minas Gerais;MG;19597330;16715216;2882114;Repolho;5666;1085;4581;45550;24940;20610;44019;24608;19411;25060;12177;12883;24049;11958;12091;56581,55;49974,84;0,88;55976,75;63137,69;1,13;56948,97;56558,3;0,99;61938,09;68514,66;1,11;58048,48;90784,98;1,56
Minas Gerais;MG;19597330;16715216;2882114;Rúcula;2491;505;1986;2376;1019;1357;2261;983;1278;9944;4943;5001;9465;4776;4689;390,72;1946,59;4,98;516,24;2379,04;4,61;478,01;2298,47;4,81;402,79;2090,82;5,19;497,33;2948,67;5,93
Minas Gerais;MG;19597330;16715216;2882114;Salsa;5297;1163;4134;2017;502;1515;1818;467;1351;10803;2397;8406;9621;2196;7425;116,75;1381,11;11,83;117,2;1394,49;11,9;124,32;1788,0;14,38;123,78;1796,06;14,51;139,76;2344,84;16,78
Minas Gerais;MG;19597330;16715216;2882114;Taioba;1379;322;1057;422;58;364;375;50;325;1078;162;916;929;133;796;102,41;509,68;4,98;51,16;252,26;4,93;58,94;293,12;4,97;78,25;361,96;4,63;135,69;878,89;6,48
Minas Gerais;MG;19597330;16715216;2882114;Tomate (estaqueado);8117;1732;6385;262149;153558;108591;255292;149979;105313;296906;167434;129472;289370;164021;125348;151406,78;289564,8;1,91;147045,14;295012,8;2,01;136724,37;299986,85;2,19;141746,83;373272,14;2,63;144497,62;509326,52;3,52
Minas Gerais;MG;19597330;16715216;2882114;Vagem (feijão vagem);1741;252;1489;7018;1187;5831;6833;1170;5663;13160;2649;10512;12860;2614;10246;8716,68;24265,93;2,78;7579,13;25811,65;3,41;6880,12;23838,13;3,46;7864,92;34220,25;4,35;7800,18;45147,82;5,79
Mato Grosso do Sul;MS;2449024;2097238;351786;Abobrinha;851;123;728;1861;151;1710;1756;139;1617;2536;225;2311;2371;206;2165;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Mato Grosso do Sul;MS;2449024;2097238;351786;Acelga;84;10;74;169;28;141;149;28;122;322;49;274;263;46;217;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Mato Grosso do Sul;MS;2449024;2097238;351786;Agrião;137;34;103;495;135;360;487;130;356;2808;591;2217;2759;566;2193;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Mato Grosso do Sul;MS;2449024;2097238;351786;Alcachofra;2;-;2;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Mato Grosso do Sul;MS;2449024;2097238;351786;Alecrim;21;2;19;1;X;X;1;X;X;8;X;X;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Mato Grosso do Sul;MS;2449024;2097238;351786;Alface;1527;251;1276;8228;2693;5536;7340;2324;5016;25985;7630;18355;23018;6703;16315;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Mato Grosso do Sul;MS;2449024;2097238;351786;Alho-porró;35;4;31;4;1;3;4;1;3;21;7;14;20;7;13;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Mato Grosso do Sul;MS;2449024;2097238;351786;Almeirão;656;107;549;1033;172;861;958;140;818;2934;594;2339;2658;498;2160;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Mato Grosso do Sul;MS;2449024;2097238;351786;Aspargo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Mato Grosso do Sul;MS;2449024;2097238;351786;Batata-baroa (mandioquinha);4;1;3;1;X;X;1;X;X;2;X;X;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Mato Grosso do Sul;MS;2449024;2097238;351786;Batata-doce;307;30;277;920;48;873;860;44;816;906;35;871;763;27;736;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Mato Grosso do Sul;MS;2449024;2097238;351786;Berinjela;331;38;293;597;62;535;574;59;515;865;77;789;833;73;760;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Mato Grosso do Sul;MS;2449024;2097238;351786;Bertalha;2;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Mato Grosso do Sul;MS;2449024;2097238;351786;Beterraba;208;29;179;118;15;103;112;12;100;208;42;166;199;36;162;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Mato Grosso do Sul;MS;2449024;2097238;351786;Boldo;13;2;11;0;X;X;0;X;X;0;X;X;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Mato Grosso do Sul;MS;2449024;2097238;351786;Bucha (esponja vegetal);5;1;4;3;X;X;0;X;X;21;X;X;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Mato Grosso do Sul;MS;2449024;2097238;351786;Camomila;1;-;1;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Mato Grosso do Sul;MS;2449024;2097238;351786;Caruru;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Mato Grosso do Sul;MS;2449024;2097238;351786;Cará;20;1;19;26;X;X;26;X;X;10;X;X;9;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Mato Grosso do Sul;MS;2449024;2097238;351786;Cebolinha;1254;199;1055;1278;458;821;1188;414;774;6342;1795;4548;5998;1645;4353;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Mato Grosso do Sul;MS;2449024;2097238;351786;Cenoura;313;46;267;362;114;248;348;111;237;482;122;360;452;115;337;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
