Nome do Estado;Sigla do Estado;População Total do Estado em 2010;População Urbana do Estado em 2010;População Rural do Estado em 2010;Produto;Quantidade Estabelecimentos com 50 pés e mais existentes;Quantidade de Estabelecimentos com 50 pés e mais existentes não ligados à Agricultura Familiar;Quantidade de Estabelecimentos com 50 pés e mais existentes ligados à Agricultura Familiar;Quantidade Produzida em estabelecimentos com 50 pés e mais existentes (t);Quantidade Produzida em estabelecimentos com 50 pés e mais existentes não ligada à Agricultura Familiar (t);Quantidade Produzida em estabelecimentos com 50 pés e mais existentes ligada à Agricultura Familiar (t);Quantidade Vendida em estabelecimentos com 50 pés e mais existentes (t);Quantidade Vendida em estabelecimentos com 50 pés e mais existentes não ligada à Agricultura Familiar (t);Quantidade Vendida em estabelecimentos com 50 pés e mais existentes ligada à Agricultura Familiar (t);Valor da Produção Total das lavouras permanentes com 50 pés e mais (em mil R$);Valor da Produção Total das lavouras permanentes com 50 pés e mais não ligada à Agricultura Familiar (em mil R$);Valor da Produção Total das lavouras permanentes com 50 pés e mais ligada à Agricultura Familiar (em mil R$);Valor da Venda Total nas lavouras permanentes com 50 pés e mais (em mil R$);Valor da Venda Total nas lavouras permanentes com 50 pés e mais não ligada à Agricultura Familiar (em mil R$);Valor da Venda Total nas lavouras permanentes com 50 pés e mais ligada à Agricultura Familiar (em mil R$);Quantidade de pés colhidos nos estabelecimentos com 50 pés e mais;Quantidade de pés colhidos nos estabelecimentos com 50 pés e mais não ligada à Agricultura Familiar;Quantidade de pés colhidos nos estabelecimentos com 50 pés e mais ligada à Agricultura Familiar;Área colhida com 50 pés e mais (ha);Área colhida com 50 pés e mais não ligada à Agricultura Familiar (ha);Área colhida com 50 pés e mais ligada à Agricultura Familiar (ha);Área total existente na data de referência nas lavouras permanentes com 50 pés e mais (ha);Área total existente na data de referência nas lavouras permanentes com 50 pés e mais não ligada à Agricultura Familiar (ha);Área total existente na data de referência nas lavouras permanentes com 50 pés e mais ligada à Agricultura Familiar (ha);Quantidade de pés nos estabelecimentos com 50 pés e mais;Quantidades de pés nos estabelecimentos com 50 pés e mais não ligada à Agricultura Familiar;Quantidade de pés nos estabelecimentos com 50 pés e mais ligada à Agricultura Familiar;Quantidade de Estabelecimentos com menos de 50 pés;Quantidade de Estabelecimentos com menos de 50 pés não ligada à Agricultura Familiar;Quantidade de Estabelecimentos com menos de 50 pés ligada à Agricultura Familiar;Quantidade de pés nos estabelecimentos com menos de 50 pés;Quantidade de pés nos estabelecimentos com menos de 50 pés não ligada à Agricultura Familiar;Quantidade de pés nos estabelecimentos com menos de 50 pés ligada à Agricultura Familiar;Valor da Venda Total nos estabelecimentos com menos de 50 pés (em mil R$);Valor da Venda Total nos estabelecimentos com menos de 50 pés não ligada à Agricultura Familiar (em mil R$);Valor da Venda Total nos estabelecimentos com menos de 50 pés ligada à Agricultura Familiar (em mil R$);Quantidade Vendida em 2018 (t);Valor Comercialiazado em 2018 (em mil R$);Preço Médio Praticado em 2018 (R$);Quantidade Vendida em 2019 (t);Valor Comercializado em 2019 (em mil R$);Preço Médio Praticado em 2019 (R$);Quantidade Vendida em 2020 (t);Valor Comercializado em 2020 (em mil R$);Preço Médio Praticado em 2020 (R$);Quantidade Vendida em 2021 (t);Valor Comercializado em 2021 (em mil R$);Preço Médio Praticado em 2021 (R$);Quantidade Vendida em 2022 (t);Valor Comercializado em 2022 (em mil R$);Preço Médio Praticado em 2022 (R$)
Alagoas;AL;3120494;2297860;822634;Tangerina, bergamota, mexerica;4;1;3;7;X;X;7;X;X;8;X;X;8;X;X;0;X;X;1;X;X;1;X;X;1;X;X;164;49;115;0;0;0;1;-;1;X;X;X;1721,0;4645,94;2,7;108,0;349,2;3,23;X;X;X;X;X;X
Alagoas;AL;3120494;2297860;822634;Urucum (semente);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;7;2;5;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Alagoas;AL;3120494;2297860;822634;Uva (mesa);1;1;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;48;15;33;0;0;0;-;-;-;X;X;X;883,4;5283,55;5,98;278,7;4458,9;16;X;X;X;X;X;X
Alagoas;AL;3120494;2297860;822634;kiwi;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;5;2;3;0;X;X;-;X;X;X;X;X;19,0;166,67;8,77;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Abacate;402;44;358;555;25;531;363;16;346;956;56;900;477;39;438;15;1;14;91;7;84;280;26;255;53;4;49;8425;1241;7184;40;6;35;780;35;745;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Abacate;402;44;358;555;25;531;363;16;346;956;56;900;477;39;438;15;1;14;91;7;84;280;26;255;53;4;49;8425;1241;7184;40;6;35;780;35;745;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Acerola;113;26;87;159;29;130;145;28;118;402;66;336;356;60;296;16;1;15;34;5;29;62;12;50;24;3;21;1521;324;1197;7;1;6;37;3;34;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Algodão arbóreo;1;1;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;27;7;20;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Ameixa;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;12;5;7;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Amora (folha);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;11;4;7;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Atemoia;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;5;3;2;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Azeitona (oliveira);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;118;15;103;0;0;0;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Açaí (fruto);8495;1326;7169;21321;3448;17873;15655;2084;13571;36811;6325;30486;26458;3759;22699;2394;421;1973;5236;937;4299;12905;2676;10228;7306;1663;5643;9692;1184;8508;59;8;51;426;29;397;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Banana;21267;2205;19062;69613;7763;61850;56947;6240;50708;78566;9013;69553;62821;7166;55655;5045;509;4536;7814;910;6903;15217;1809;13408;10220;1066;9154;16448;1964;14484;185;21;164;1562;95;1467;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Cacau (amêndoa);688;75;613;258;25;233;240;24;216;988;110;878;911;106;805;207;28;179;490;59;431;821;97;724;342;41;301;1556;240;1316;11;2;9;72;3;68;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Café arábica em grão (verde);194;27;167;133;15;117;113;14;99;534;67;467;477;62;414;130;15;115;149;30;119;246;48;198;188;28;160;286;47;239;3;0;3;235;-;235;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Café canephora (robusta, conilon) em grão (verde);94;18;76;50;3;47;43;2;41;230;17;213;206;15;192;57;4;53;69;5;64;116;14;101;95;13;82;227;27;200;2;0;2;28;-;28;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Caju (castanha);19;6;13;4;0;4;3;0;3;16;0;16;14;0;14;1;0;1;7;1;6;16;3;13;4;1;3;118;25;93;0;0;0;7;-;7;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Caju (fruto);679;123;556;203;20;183;103;7;96;606;70;536;301;19;282;46;5;40;186;33;153;409;80;329;95;14;81;9579;1439;8140;56;9;47;152;21;131;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Caqui;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;8;4;4;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Carambola;4;0;4;2;X;X;2;X;X;10;X;X;9;X;X;1;X;X;3;X;X;3;X;X;1;X;X;872;116;756;1;0;1;1;-;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Figo;0;-;0;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;2;-;2;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Goiaba;844;106;738;795;87;709;597;36;561;1564;231;1333;1041;107;934;95;13;82;345;74;271;635;125;510;174;26;148;9655;1341;8314;54;8;46;274;28;246;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Graviola;694;145;549;121;15;106;63;10;53;725;109;616;350;77;273;23;3;20;104;19;85;464;100;363;125;29;95;5743;860;4883;30;5;25;246;20;226;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Jabuticaba;3;1;2;0;X;X;-;X;X;1;X;X;-;X;X;0;X;X;1;X;X;2;X;X;0;X;X;360;86;274;1;0;1;1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Jaca;16;1;15;7;X;X;1;X;X;33;X;X;3;X;X;0;X;X;5;X;X;11;X;X;1;X;X;1745;310;1435;5;1;4;35;9;26;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Jambo;9;0;9;0;X;X;-;X;X;1;X;X;-;X;X;0;X;X;2;X;X;6;X;X;1;X;X;3847;493;3354;7;1;6;4;0;4;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Laranja;1307;361;946;18589;13221;5368;16750;11822;4928;20430;14594;5836;18321;12934;5387;472;289;183;1531;910;622;2835;1560;1275;881;544;338;8310;1182;7128;46;7;39;1051;58;993;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Lichia;2;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;11;5;6;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Lima;2;0;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;341;55;286;1;0;1;1;-;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Limão;584;149;435;2120;1270;850;1259;476;783;5069;3293;1776;2519;925;1594;76;29;47;350;113;237;714;213;502;130;46;84;11016;1539;9477;41;7;34;952;66;885;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Louro (folha);0;-;0;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;8;-;8;0;-;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Mamão;879;156;723;6372;2337;4036;5995;2223;3773;8243;3708;4535;7511;3607;3904;392;133;259;441;150;291;877;213;664;758;174;584;3817;501;3316;19;3;16;163;13;150;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Manga;293;49;244;259;50;209;125;19;106;571;155;416;275;43;233;9;2;7;91;16;75;234;31;203;27;4;23;13349;1939;11410;61;10;51;1989;45;1943;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Maracujá;1344;232;1112;5024;1144;3880;3242;524;2718;12348;3605;8743;7033;1415;5618;357;97;261;626;154;472;1199;260;940;700;160;539;2190;322;1868;9;1;8;387;14;373;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Maçã;0;-;0;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;6;-;6;0;-;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Nectarina;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Noz (europeia, pecã);0;-;0;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;1;-;1;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Nêspera;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Palmito;8;1;7;2;X;X;2;X;X;4;X;X;4;X;X;0;X;X;3;X;X;8;X;X;3;X;X;129;4;125;0;-;0;1;-;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Pera;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Pimenta-do-reino;92;22;70;26;6;19;20;5;14;451;119;332;330;105;225;21;6;15;29;13;16;81;25;55;63;10;53;195;38;157;1;0;1;76;1;74;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Pitaia;9;5;4;1;0;1;0;-;0;11;2;9;6;-;6;0;0;0;6;5;1;33;31;2;7;6;1;10;5;5;0;0;0;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Pitanga;1;1;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;128;29;99;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Pupunha (cacho frutos);1364;169;1195;2058;544;1513;1405;499;906;5088;1989;3099;3715;1916;1798;131;21;110;535;89;446;1100;183;916;317;56;260;10057;1212;8845;68;8;59;588;67;521;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Pêssego;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Romã;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;16;5;11;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Tangerina, bergamota, mexerica;90;32;58;447;326;120;438;320;118;795;556;239;775;540;235;23;14;9;64;38;26;93;46;46;26;16;10;1819;245;1574;6;1;5;90;10;81;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Urucum (semente);29;3;26;19;1;18;4;1;3;182;12;170;25;8;17;7;1;6;10;1;9;32;3;29;18;1;16;1925;187;1738;4;1;3;11;0;10;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Uva (mesa);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;7;1;6;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;kiwi;0;-;0;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;3;-;3;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Abacate;14;4;10;6;2;4;5;1;4;16;5;11;13;3;10;0;0;0;2;1;2;10;6;4;2;1;1;1112;200;912;4;1;3;19;1;18;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Abacate;14;4;10;6;2;4;5;1;4;16;5;11;13;3;10;0;0;0;2;1;2;10;6;4;2;1;1;1112;200;912;4;1;3;19;1;18;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Acerola;88;25;63;155;56;99;101;34;67;374;133;241;249;94;155;14;8;7;41;18;23;64;27;37;25;10;15;831;211;620;4;1;3;12;2;11;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Algodão arbóreo;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;46;2;44;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Ameixa;2;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;86;27;59;0;0;0;0;0;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Amora (folha);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;10;2;8;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Atemoia;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Azeitona (oliveira);0;-;0;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;4;-;4;0;-;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Açaí (fruto);1901;347;1554;8987;994;7993;6603;774;5829;16336;1793;14542;12421;1422;10999;1515;212;1303;1867;407;1460;4572;1205;3367;4203;791;3413;915;173;742;4;2;3;54;2;51;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Banana;1460;189;1271;3902;362;3540;3072;217;2855;5160;589;4571;3957;348;3609;331;30;301;584;53;531;1053;128;924;631;83;548;2046;350;1696;22;4;18;178;14;164;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Cacau (amêndoa);19;2;17;3;X;X;2;X;X;10;X;X;8;X;X;2;X;X;17;X;X;22;X;X;3;X;X;293;64;229;1;0;1;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Café arábica em grão (verde);11;2;9;0;X;X;0;X;X;1;X;X;0;X;X;0;X;X;1;X;X;4;X;X;1;X;X;77;21;56;1;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Café canephora (robusta, conilon) em grão (verde);6;0;6;1;X;X;0;X;X;3;X;X;0;X;X;0;X;X;1;X;X;3;X;X;1;X;X;20;2;18;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Caju (castanha);11;5;6;1;1;1;0;0;0;3;2;1;1;0;0;1;1;0;10;2;7;11;3;8;2;1;1;178;40;138;0;0;0;9;0;9;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Caju (fruto);190;50;140;58;23;35;1;0;1;156;32;123;8;0;7;17;8;9;54;16;38;128;34;94;45;15;30;1834;359;1475;11;3;8;24;7;16;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Caqui;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;5;2;3;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Carambola;1;1;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;107;29;78;0;0;0;0;0;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Figo;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;4;3;1;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Goiaba;70;15;55;33;6;27;10;2;8;91;16;75;32;6;27;3;1;3;22;5;18;41;10;32;9;2;7;1556;300;1256;8;2;6;20;2;18;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Graviola;142;33;109;28;7;22;8;1;7;147;42;105;35;4;31;6;1;5;27;6;22;92;23;68;27;8;19;1678;291;1387;10;2;8;35;6;29;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Jabuticaba;1;1;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;103;37;66;0;0;0;1;1;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Jaca;15;2;13;14;X;X;11;X;X;17;X;X;12;X;X;0;X;X;3;X;X;12;X;X;2;X;X;811;166;645;3;1;3;76;2;74;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Jambo;1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;549;121;428;1;0;1;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Laranja;264;50;214;1484;88;1396;1414;80;1334;1671;94;1577;1576;83;1494;64;4;60;221;19;202;340;38;302;85;8;77;1433;273;1160;9;2;8;265;4;261;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Lichia;0;-;0;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;1;-;1;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Lima;1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;60;12;48;0;0;0;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Limão;98;27;71;115;44;71;89;40;49;208;69;139;155;62;93;5;2;3;20;7;13;63;23;41;15;5;11;2277;425;1852;13;3;10;200;13;187;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Louro (folha);0;-;0;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;2;-;2;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Mamão;57;9;48;63;12;51;59;11;48;133;30;103;122;28;95;6;1;5;15;4;11;40;20;21;24;13;11;506;108;398;2;1;2;37;1;36;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Manga;61;11;50;144;2;142;111;0;111;297;5;292;236;1;235;4;0;4;42;3;39;73;13;60;7;1;6;2156;415;1741;12;3;9;17;1;16;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Maracujá;133;34;99;220;31;190;194;22;173;851;131;720;721;83;639;26;6;20;55;11;45;100;33;67;42;13;29;307;76;231;2;0;1;55;24;31;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Maçã;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;9;2;7;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Nectarina;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Noz (europeia, pecã);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Nêspera;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Palmito;6;1;5;2;X;X;2;X;X;2;X;X;2;X;X;2;X;X;4;X;X;5;X;X;2;X;X;13;3;10;0;0;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Pera;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;3;1;2;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Pimenta-do-reino;30;5;25;16;1;15;16;1;15;121;10;112;120;10;110;12;1;11;12;1;11;27;4;23;31;2;29;25;4;21;0;0;0;14;0;14;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Pitaia;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;10;3;7;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Pitanga;2;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;18;7;11;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Pupunha (cacho frutos);273;27;246;252;11;241;224;7;216;929;51;878;798;40;758;24;1;23;100;5;95;169;9;160;39;3;36;1679;270;1409;14;2;12;373;21;353;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Pêssego;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Romã;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;10;4;6;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
