Produto;Nome UF;qtd Estabelecimentos;qtd Estabelecimentos AGFNão;qtd Estabelecimentos AGFSim;qtd Produzida;qtd Produzida AGFNao;qtd Produzida AGFSim;Unidade de Medida;qtd Vendida;qtd Vendida AGFNao;qtd Vendida AGFSim;R$ Produção Total;R$ Produção AGFNao;R$ Produção AGFSim;R$ Venda Total;R$ Venda AGFNao;R$ Venda AGFSim;Sigla UF;População Total em 2010;População Urbana em 2010;População Rural em 2010;Quantidade(kg);Valor (R$);Preço Médio (R$)
Caruru;Amazonas;131;8;123;12;0;11;Toneladas;9;0;9;35;1;34;26;0;26;AM;3483985;2755490;728495;X;X;X
Cebolinha;Amazonas;6.398;548;5.850;2.617;410;2.207;Toneladas;2.443;373;2.070;10.887;1.718;9.169;9.970;1.548;8.422;AM;3483985;2755490;728495;X;X;X
Cenoura;Amazonas;3;1;2;0;X;X;Toneladas;0;X;X;0;X;X;0;X;X;AM;3483985;2755490;728495;X;X;X
Chicória;Amazonas;4.606;322;4.284;767;97;670;Toneladas;695;90;606;3.859;407;3.452;3.474;372;3.102;AM;3483985;2755490;728495;X;X;X
Chuchu;Amazonas;4;-;4;1;-;1;Toneladas;1;-;1;2;-;2;2;-;2;AM;3483985;2755490;728495;X;X;X
Coentro;Amazonas;2.932;348;2.584;1.929;442;1.487;Toneladas;1.831;419;1.411;10.756;2.069;8.687;10.283;1.979;8.304;AM;3483985;2755490;728495;X;X;X
Cogumelos;Amazonas;111;-;111;2;-;2;Toneladas;-;-;-;9;-;9;-;-;-;AM;3483985;2755490;728495;X;X;X
Couve;Amazonas;1.465;184;1.281;2.760;407;2.353;Toneladas;2.669;395;2.274;5.799;869;4.931;5.411;835;4.576;AM;3483985;2755490;728495;X;X;X
Couve-flor;Amazonas;57;9;48;13;0;13;Toneladas;13;0;12;73;2;71;69;2;67;AM;3483985;2755490;728495;X;X;X
Couve-flor;Amazonas;57;9;48;13;0;13;Toneladas;13;0;12;73;2;71;69;2;67;AM;3483985;2755490;728495;X;X;X
Espinafre;Amazonas;14;5;9;2;0;2;Toneladas;2;0;2;26;6;20;26;6;20;AM;3483985;2755490;728495;X;X;X
Gengibre;Amazonas;85;13;72;23;2;21;Toneladas;21;2;19;234;13;221;220;13;207;AM;3483985;2755490;728495;X;X;X
Hortelã;Amazonas;126;20;106;20;11;9;Toneladas;20;11;8;118;68;50;113;68;46;AM;3483985;2755490;728495;X;X;X
Inhame;Amazonas;113;3;110;25;0;25;Toneladas;11;0;11;45;0;45;18;0;18;AM;3483985;2755490;728495;X;X;X
Jiló;Amazonas;32;6;26;24;2;22;Toneladas;23;2;21;69;5;64;67;5;62;AM;3483985;2755490;728495;X;X;X
Lentilha;Amazonas;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;AM;3483985;2755490;728495;X;X;X
Manjericão;Amazonas;115;10;105;94;83;11;Toneladas;89;78;11;255;220;35;243;210;33;AM;3483985;2755490;728495;X;X;X
Maxixe;Amazonas;2.550;238;2.312;1.500;196;1.304;Toneladas;1.414;185;1.229;2.638;390;2.248;2.426;363;2.063;AM;3483985;2755490;728495;X;X;X
Morango;Amazonas;1;1;-;X;X;-;Toneladas;X;X;-;X;X;-;X;X;-;AM;3483985;2755490;728495;X;X;X
Morango;Amazonas;1;1;-;X;X;-;Toneladas;X;X;-;X;X;-;X;X;-;AM;3483985;2755490;728495;X;X;X
Nabo;Amazonas;1;-;1;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;AM;3483985;2755490;728495;X;X;X
Orégano;Amazonas;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;AM;3483985;2755490;728495;X;X;X
Pepino;Amazonas;1.104;139;965;12.651;666;11.985;Toneladas;12.587;658;11.929;7.714;805;6.909;7.629;796;6.833;AM;3483985;2755490;728495;X;X;X
Pimenta;Amazonas;5.971;475;5.496;3.690;419;3.272;Toneladas;3.552;403;3.149;11.867;1.390;10.477;11.264;1.333;9.931;AM;3483985;2755490;728495;X;X;X
Pimenta;Amazonas;5.971;475;5.496;3.690;419;3.272;Toneladas;3.552;403;3.149;11.867;1.390;10.477;11.264;1.333;9.931;AM;3483985;2755490;728495;X;X;X
Quiabo;Amazonas;473;61;412;624;57;567;Toneladas;615;55;560;912;115;797;899;114;786;AM;3483985;2755490;728495;X;X;X
Rabanete;Amazonas;3;-;3;0;-;0;Toneladas;0;-;0;1;-;1;1;-;1;AM;3483985;2755490;728495;X;X;X
Repolho;Amazonas;87;15;72;176;29;147;Toneladas;176;29;146;275;51;224;273;51;223;AM;3483985;2755490;728495;X;X;X
Rúcula;Amazonas;65;19;46;96;82;14;Toneladas;90;76;14;487;387;100;455;357;98;AM;3483985;2755490;728495;X;X;X
Salsa;Amazonas;114;15;99;46;9;37;Toneladas;46;9;37;238;31;207;234;31;204;AM;3483985;2755490;728495;X;X;X
Salsa;Amazonas;114;15;99;46;9;37;Toneladas;46;9;37;238;31;207;234;31;204;AM;3483985;2755490;728495;X;X;X
Taioba;Amazonas;105;1;104;6;X;X;Toneladas;0;X;X;22;X;X;1;X;X;AM;3483985;2755490;728495;X;X;X
Abobrinha;Bahia;1.310;209;1.101;2.639;980;1.659;Toneladas;2.507;940;1.567;2.139;555;1.584;1.975;529;1.446;BA;14016906;10102476;3914430;X;X;X
Acelga;Bahia;165;36;129;1.002;254;747;Toneladas;960;227;732;941;330;611;867;277;590;BA;14016906;10102476;3914430;X;X;X
Agrião;Bahia;203;45;158;130;85;45;Toneladas;127;83;44;577;366;211;561;358;203;BA;14016906;10102476;3914430;X;X;X
Alcachofra;Bahia;1;1;-;X;X;-;Toneladas;X;X;-;X;X;-;X;X;-;BA;14016906;10102476;3914430;X;X;X
Alecrim;Bahia;171;30;141;27;15;12;Toneladas;24;13;11;164;92;72;133;63;70;BA;14016906;10102476;3914430;X;X;X
Alface;Bahia;14.036;2.416;11.620;12.734;3.719;9.014;Toneladas;11.676;3.352;8.325;39.674;10.902;28.773;36.054;9.785;26.269;BA;14016906;10102476;3914430;X;X;X
Almeirão;Bahia;97;22;75;19;11;8;Toneladas;18;11;7;40;17;22;35;16;19;BA;14016906;10102476;3914430;X;X;X
Aspargo;Bahia;1;1;-;X;X;-;Toneladas;X;X;-;X;X;-;X;X;-;BA;14016906;10102476;3914430;X;X;X
Batata-doce;Bahia;8.866;1.699;7.167;9.664;3.857;5.807;Toneladas;8.635;3.675;4.960;11.340;4.151;7.189;9.977;3.905;6.072;BA;14016906;10102476;3914430;X;X;X
Berinjela;Bahia;690;97;593;2.432;421;2.010;Toneladas;2.409;420;1.989;1.896;488;1.408;1.862;486;1.376;BA;14016906;10102476;3914430;X;X;X
Bertalha;Bahia;7;1;6;25;X;X;Toneladas;25;X;X;21;X;X;21;X;X;BA;14016906;10102476;3914430;X;X;X
Beterraba;Bahia;1.986;311;1.675;14.094;4.231;9.863;Toneladas;13.891;4.175;9.715;7.784;2.318;5.466;7.630;2.284;5.346;BA;14016906;10102476;3914430;X;X;X
Boldo;Bahia;151;28;123;7;6;1;Toneladas;5;5;1;13;10;4;10;7;3;BA;14016906;10102476;3914430;X;X;X
Camomila;Bahia;24;9;15;0;0;0;Toneladas;0;0;0;3;2;1;2;2;1;BA;14016906;10102476;3914430;X;X;X
Cará;Bahia;3;2;1;0;X;X;Toneladas;0;X;X;1;X;X;1;X;X;BA;14016906;10102476;3914430;X;X;X
Caruru;Bahia;9;3;6;1;0;1;Toneladas;1;0;1;2;0;1;2;0;1;BA;14016906;10102476;3914430;X;X;X
Cebolinha;Bahia;10.454;1.746;8.708;3.825;1.096;2.729;Toneladas;3.580;1.016;2.564;13.132;3.144;9.988;12.074;2.778;9.297;BA;14016906;10102476;3914430;X;X;X
Cenoura;Bahia;3.177;535;2.642;40.154;12.376;27.777;Toneladas;39.245;12.271;26.974;22.501;6.587;15.914;21.844;6.521;15.322;BA;14016906;10102476;3914430;X;X;X
Chicória;Bahia;50;15;35;44;25;19;Toneladas;39;21;18;77;37;41;69;30;39;BA;14016906;10102476;3914430;X;X;X
Chuchu;Bahia;1.640;210;1.430;33.967;6.996;26.971;Toneladas;33.810;6.982;26.828;15.382;3.235;12.147;15.287;3.224;12.062;BA;14016906;10102476;3914430;X;X;X
Coentro;Bahia;15.049;2.673;12.376;10.071;3.078;6.993;Toneladas;9.696;2.963;6.733;35.380;9.338;26.042;33.567;8.852;24.715;BA;14016906;10102476;3914430;X;X;X
Cogumelos;Bahia;2;-;2;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;BA;14016906;10102476;3914430;X;X;X
Couve;Bahia;9.052;1.494;7.558;4.701;733;3.968;Toneladas;4.495;699;3.796;13.257;1.809;11.448;12.398;1.619;10.778;BA;14016906;10102476;3914430;X;X;X
Couve-flor;Bahia;667;107;560;1.023;343;680;Toneladas;1.002;335;667;1.856;684;1.172;1.781;647;1.134;BA;14016906;10102476;3914430;X;X;X
Couve-flor;Bahia;667;107;560;1.023;343;680;Toneladas;1.002;335;667;1.856;684;1.172;1.781;647;1.134;BA;14016906;10102476;3914430;X;X;X
Espinafre;Bahia;543;70;473;259;100;159;Toneladas;248;97;152;681;246;435;653;236;417;BA;14016906;10102476;3914430;X;X;X
Gengibre;Bahia;52;18;34;60;30;30;Toneladas;58;30;28;151;81;70;146;80;66;BA;14016906;10102476;3914430;X;X;X
Hortelã;Bahia;1.320;225;1.095;1.576;758;818;Toneladas;1.531;748;783;3.116;1.340;1.776;3.015;1.311;1.704;BA;14016906;10102476;3914430;X;X;X
Inhame;Bahia;2.967;277;2.690;4.706;358;4.348;Toneladas;4.307;326;3.981;11.192;882;10.310;10.245;810;9.435;BA;14016906;10102476;3914430;X;X;X
Jiló;Bahia;2.080;293;1.787;5.636;990;4.646;Toneladas;5.598;986;4.612;4.642;814;3.828;4.583;808;3.774;BA;14016906;10102476;3914430;X;X;X
Lentilha;Bahia;1;-;1;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;BA;14016906;10102476;3914430;X;X;X
Manjericão;Bahia;574;114;460;350;228;122;Toneladas;336;217;119;967;563;405;916;523;393;BA;14016906;10102476;3914430;X;X;X
Maxixe;Bahia;3.881;671;3.210;2.796;279;2.517;Toneladas;2.683;259;2.424;3.274;332;2.942;3.102;306;2.796;BA;14016906;10102476;3914430;X;X;X
Morango;Bahia;644;126;518;2.837;728;2.109;Toneladas;2.806;725;2.081;17.948;4.878;13.070;17.758;4.861;12.897;BA;14016906;10102476;3914430;X;X;X
Morango;Bahia;644;126;518;2.837;728;2.109;Toneladas;2.806;725;2.081;17.948;4.878;13.070;17.758;4.861;12.897;BA;14016906;10102476;3914430;X;X;X
Nabo;Bahia;70;14;56;147;124;24;Toneladas;143;120;23;99;68;31;91;62;30;BA;14016906;10102476;3914430;X;X;X
Orégano;Bahia;18;2;16;1;X;X;Toneladas;1;X;X;7;X;X;7;X;X;BA;14016906;10102476;3914430;X;X;X
Pepino;Bahia;1.532;246;1.286;6.257;1.943;4.313;Toneladas;6.174;1.936;4.238;3.938;1.138;2.800;3.867;1.133;2.735;BA;14016906;10102476;3914430;X;X;X
Pimenta;Bahia;2.570;502;2.068;1.095;349;746;Toneladas;1.068;343;726;3.544;1.373;2.171;3.342;1.320;2.022;BA;14016906;10102476;3914430;X;X;X
Pimenta;Bahia;2.570;502;2.068;1.095;349;746;Toneladas;1.068;343;726;3.544;1.373;2.171;3.342;1.320;2.022;BA;14016906;10102476;3914430;X;X;X
Quiabo;Bahia;6.609;1.208;5.401;11.258;1.663;9.595;Toneladas;10.934;1.640;9.293;12.910;2.127;10.783;12.406;2.068;10.338;BA;14016906;10102476;3914430;X;X;X
Rabanete;Bahia;188;42;146;87;44;43;Toneladas;85;42;42;139;71;68;133;67;66;BA;14016906;10102476;3914430;X;X;X
Repolho;Bahia;593;112;481;11.559;9.465;2.093;Toneladas;10.513;8.476;2.037;6.925;5.484;1.441;6.287;4.882;1.405;BA;14016906;10102476;3914430;X;X;X
Rúcula;Bahia;1.830;304;1.526;951;401;550;Toneladas;901;387;514;3.325;1.166;2.159;3.058;1.118;1.940;BA;14016906;10102476;3914430;X;X;X
Salsa;Bahia;2.617;415;2.202;1.911;1.072;839;Toneladas;1.863;1.051;812;4.870;2.407;2.463;4.665;2.292;2.374;BA;14016906;10102476;3914430;X;X;X
Salsa;Bahia;2.617;415;2.202;1.911;1.072;839;Toneladas;1.863;1.051;812;4.870;2.407;2.463;4.665;2.292;2.374;BA;14016906;10102476;3914430;X;X;X
Taioba;Bahia;54;7;47;2;0;2;Toneladas;1;0;1;6;1;6;4;0;4;BA;14016906;10102476;3914430;X;X;X
Abobrinha;Maranhão;173;29;144;164;47;117;Toneladas;158;46;111;206;53;154;194;52;142;MA;6574789;4147149;2427640;X;X;X
Acelga;Maranhão;5;-;5;0;-;0;Toneladas;0;-;0;2;-;2;2;-;2;MA;6574789;4147149;2427640;X;X;X
Agrião;Maranhão;20;2;18;25;X;X;Toneladas;25;X;X;184;X;X;184;X;X;MA;6574789;4147149;2427640;X;X;X
Alcachofra;Maranhão;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;MA;6574789;4147149;2427640;X;X;X
Alecrim;Maranhão;2;-;2;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;MA;6574789;4147149;2427640;X;X;X
Alface;Maranhão;2.236;235;2.001;4.035;1.478;2.558;Toneladas;3.957;1.470;2.487;11.428;3.523;7.905;11.149;3.498;7.651;MA;6574789;4147149;2427640;X;X;X
Almeirão;Maranhão;4;1;3;1;X;X;Toneladas;1;X;X;7;X;X;7;X;X;MA;6574789;4147149;2427640;X;X;X
Aspargo;Maranhão;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;MA;6574789;4147149;2427640;X;X;X
Batata-doce;Maranhão;284;32;252;142;37;105;Toneladas;121;35;86;248;45;203;200;40;160;MA;6574789;4147149;2427640;X;X;X
Berinjela;Maranhão;116;20;96;55;15;39;Toneladas;53;15;38;99;25;75;96;23;73;MA;6574789;4147149;2427640;X;X;X
Bertalha;Maranhão;1;-;1;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;MA;6574789;4147149;2427640;X;X;X
Beterraba;Maranhão;12;2;10;1;X;X;Toneladas;1;X;X;3;X;X;3;X;X;MA;6574789;4147149;2427640;X;X;X
Boldo;Maranhão;8;1;7;1;X;X;Toneladas;1;X;X;2;X;X;2;X;X;MA;6574789;4147149;2427640;X;X;X
Camomila;Maranhão;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;MA;6574789;4147149;2427640;X;X;X
Cará;Maranhão;47;1;46;43;X;X;Toneladas;38;X;X;66;X;X;59;X;X;MA;6574789;4147149;2427640;X;X;X
Caruru;Maranhão;3;1;2;1;X;X;Toneladas;1;X;X;6;X;X;6;X;X;MA;6574789;4147149;2427640;X;X;X
Cebolinha;Maranhão;3.223;369;2.854;2.831;707;2.124;Toneladas;2.776;703;2.073;10.228;1.919;8.309;9.969;1.899;8.070;MA;6574789;4147149;2427640;X;X;X
Cenoura;Maranhão;13;2;11;7;X;X;Toneladas;6;X;X;17;X;X;16;X;X;MA;6574789;4147149;2427640;X;X;X
Chicória;Maranhão;2;1;1;X;X;X;Toneladas;X;X;X;X;X;X;X;X;X;MA;6574789;4147149;2427640;X;X;X
Chuchu;Maranhão;1;-;1;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;MA;6574789;4147149;2427640;X;X;X
Coentro;Maranhão;3.166;350;2.816;3.098;465;2.633;Toneladas;3.011;461;2.550;13.543;2.080;11.463;13.149;2.059;11.090;MA;6574789;4147149;2427640;X;X;X
Cogumelos;Maranhão;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;MA;6574789;4147149;2427640;X;X;X
Couve;Maranhão;1.437;151;1.286;1.137;124;1.013;Toneladas;1.123;122;1.001;4.405;539;3.867;4.337;533;3.804;MA;6574789;4147149;2427640;X;X;X
Couve-flor;Maranhão;52;5;47;56;36;20;Toneladas;56;36;20;256;185;71;254;185;69;MA;6574789;4147149;2427640;X;X;X
Couve-flor;Maranhão;52;5;47;56;36;20;Toneladas;56;36;20;256;185;71;254;185;69;MA;6574789;4147149;2427640;X;X;X
Espinafre;Maranhão;13;2;11;9;X;X;Toneladas;9;X;X;57;X;X;57;X;X;MA;6574789;4147149;2427640;X;X;X
Gengibre;Maranhão;13;2;11;0;X;X;Toneladas;0;X;X;3;X;X;2;X;X;MA;6574789;4147149;2427640;X;X;X
Hortelã;Maranhão;36;8;28;15;3;12;Toneladas;15;3;12;43;15;28;43;15;28;MA;6574789;4147149;2427640;X;X;X
Inhame;Maranhão;94;6;88;473;38;435;Toneladas;426;38;389;725;83;641;669;83;585;MA;6574789;4147149;2427640;X;X;X
Jiló;Maranhão;62;14;48;315;9;305;Toneladas;300;9;291;540;24;515;536;24;511;MA;6574789;4147149;2427640;X;X;X
Lentilha;Maranhão;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;MA;6574789;4147149;2427640;X;X;X
Manjericão;Maranhão;26;6;20;8;4;4;Toneladas;8;4;4;36;17;20;36;17;19;MA;6574789;4147149;2427640;X;X;X
Maxixe;Maranhão;2.564;319;2.245;2.774;219;2.555;Toneladas;2.587;212;2.375;5.506;453;5.053;5.228;439;4.789;MA;6574789;4147149;2427640;X;X;X
Morango;Maranhão;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;MA;6574789;4147149;2427640;X;X;X
Morango;Maranhão;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;MA;6574789;4147149;2427640;X;X;X
Nabo;Maranhão;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;MA;6574789;4147149;2427640;X;X;X
Orégano;Maranhão;1;-;1;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;MA;6574789;4147149;2427640;X;X;X
Pepino;Maranhão;890;133;757;1.005;215;790;Toneladas;976;211;765;1.195;261;933;1.148;257;891;MA;6574789;4147149;2427640;X;X;X
Pimenta;Maranhão;1.118;148;970;655;152;503;Toneladas;645;151;495;2.569;471;2.098;2.523;463;2.060;MA;6574789;4147149;2427640;X;X;X
Pimenta;Maranhão;1.118;148;970;655;152;503;Toneladas;645;151;495;2.569;471;2.098;2.523;463;2.060;MA;6574789;4147149;2427640;X;X;X
Quiabo;Maranhão;2.333;283;2.050;2.992;325;2.667;Toneladas;2.845;320;2.525;6.869;804;6.064;6.649;790;5.859;MA;6574789;4147149;2427640;X;X;X
Rabanete;Maranhão;12;5;7;5;4;1;Toneladas;5;4;1;16;11;5;16;11;5;MA;6574789;4147149;2427640;X;X;X
Repolho;Maranhão;21;5;16;67;21;46;Toneladas;67;21;46;78;29;48;78;29;48;MA;6574789;4147149;2427640;X;X;X
Rúcula;Maranhão;273;40;233;272;90;182;Toneladas;265;86;179;1.140;411;729;1.080;372;708;MA;6574789;4147149;2427640;X;X;X
Salsa;Maranhão;143;22;121;128;16;111;Toneladas;127;16;111;329;83;246;328;83;245;MA;6574789;4147149;2427640;X;X;X
Salsa;Maranhão;143;22;121;128;16;111;Toneladas;127;16;111;329;83;246;328;83;245;MA;6574789;4147149;2427640;X;X;X
Taioba;Maranhão;2;-;2;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;MA;6574789;4147149;2427640;X;X;X
Abobrinha;Mato Grosso;851;123;728;1.861;151;1.710;Toneladas;1.756;139;1.617;2.536;225;2.311;2.371;206;2.165;MT;3035122;2482801;552321;X;X;X
Acelga;Mato Grosso;84;10;74;169;28;141;Toneladas;149;28;122;322;49;274;263;46;217;MT;3035122;2482801;552321;X;X;X
Agrião;Mato Grosso;137;34;103;495;135;360;Toneladas;487;130;356;2.808;591;2.217;2.759;566;2.193;MT;3035122;2482801;552321;X;X;X
Alcachofra;Mato Grosso;2;-;2;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;MT;3035122;2482801;552321;X;X;X
Alecrim;Mato Grosso;21;2;19;1;X;X;Toneladas;1;X;X;8;X;X;8;X;X;MT;3035122;2482801;552321;X;X;X
Alface;Mato Grosso;1.527;251;1.276;8.228;2.693;5.536;Toneladas;7.340;2.324;5.016;25.985;7.630;18.355;23.018;6.703;16.315;MT;3035122;2482801;552321;X;X;X
Almeirão;Mato Grosso;656;107;549;1.033;172;861;Toneladas;958;140;818;2.934;594;2.339;2.658;498;2.160;MT;3035122;2482801;552321;X;X;X
Aspargo;Mato Grosso;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;MT;3035122;2482801;552321;X;X;X
Batata-doce;Mato Grosso;307;30;277;920;48;873;Toneladas;860;44;816;906;35;871;763;27;736;MT;3035122;2482801;552321;X;X;X
Berinjela;Mato Grosso;331;38;293;597;62;535;Toneladas;574;59;515;865;77;789;833;73;760;MT;3035122;2482801;552321;X;X;X
Bertalha;Mato Grosso;2;1;1;X;X;X;Toneladas;X;X;X;X;X;X;X;X;X;MT;3035122;2482801;552321;X;X;X
Beterraba;Mato Grosso;208;29;179;118;15;103;Toneladas;112;12;100;208;42;166;199;36;162;MT;3035122;2482801;552321;X;X;X
Boldo;Mato Grosso;13;2;11;0;X;X;Toneladas;0;X;X;0;X;X;0;X;X;MT;3035122;2482801;552321;X;X;X
Camomila;Mato Grosso;1;-;1;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;MT;3035122;2482801;552321;X;X;X
Cará;Mato Grosso;20;1;19;26;X;X;Toneladas;26;X;X;10;X;X;9;X;X;MT;3035122;2482801;552321;X;X;X
Caruru;Mato Grosso;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;MT;3035122;2482801;552321;X;X;X
Cebolinha;Mato Grosso;1.254;199;1.055;1.278;458;821;Toneladas;1.188;414;774;6.342;1.795;4.548;5.998;1.645;4.353;MT;3035122;2482801;552321;X;X;X
Cenoura;Mato Grosso;313;46;267;362;114;248;Toneladas;348;111;237;482;122;360;452;115;337;MT;3035122;2482801;552321;X;X;X
Chicória;Mato Grosso;86;24;62;82;52;30;Toneladas;73;46;27;298;193;105;275;178;97;MT;3035122;2482801;552321;X;X;X
Chuchu;Mato Grosso;91;12;79;62;5;57;Toneladas;41;5;36;78;10;69;57;9;47;MT;3035122;2482801;552321;X;X;X
Coentro;Mato Grosso;720;100;620;475;78;397;Toneladas;447;65;382;2.692;518;2.174;2.576;475;2.101;MT;3035122;2482801;552321;X;X;X
Cogumelos;Mato Grosso;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;MT;3035122;2482801;552321;X;X;X
Couve;Mato Grosso;1.056;155;901;1.425;405;1.021;Toneladas;1.342;364;979;5.761;1.386;4.375;5.437;1.246;4.192;MT;3035122;2482801;552321;X;X;X
Couve-flor;Mato Grosso;149;22;127;262;61;200;Toneladas;231;60;171;763;136;627;666;131;535;MT;3035122;2482801;552321;X;X;X
Couve-flor;Mato Grosso;149;22;127;262;61;200;Toneladas;231;60;171;763;136;627;666;131;535;MT;3035122;2482801;552321;X;X;X
Espinafre;Mato Grosso;80;20;60;41;30;11;Toneladas;40;29;11;157;102;55;153;99;55;MT;3035122;2482801;552321;X;X;X
Gengibre;Mato Grosso;12;1;11;1;X;X;Toneladas;1;X;X;4;X;X;4;X;X;MT;3035122;2482801;552321;X;X;X
Hortelã;Mato Grosso;115;22;93;40;16;24;Toneladas;39;15;23;312;109;203;299;101;198;MT;3035122;2482801;552321;X;X;X
Inhame;Mato Grosso;26;2;24;7;X;X;Toneladas;7;X;X;24;X;X;23;X;X;MT;3035122;2482801;552321;X;X;X
Jiló;Mato Grosso;391;54;337;805;115;690;Toneladas;793;114;679;1.518;127;1.391;1.495;124;1.371;MT;3035122;2482801;552321;X;X;X
Lentilha;Mato Grosso;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;MT;3035122;2482801;552321;X;X;X
Manjericão;Mato Grosso;31;7;24;4;2;2;Toneladas;2;2;1;31;18;13;21;16;5;MT;3035122;2482801;552321;X;X;X
Maxixe;Mato Grosso;473;55;418;446;27;419;Toneladas;414;25;390;836;62;774;778;57;721;MT;3035122;2482801;552321;X;X;X
Morango;Mato Grosso;49;9;40;32;3;29;Toneladas;29;3;26;305;40;265;270;40;230;MT;3035122;2482801;552321;X;X;X
Morango;Mato Grosso;49;9;40;32;3;29;Toneladas;29;3;26;305;40;265;270;40;230;MT;3035122;2482801;552321;X;X;X
Nabo;Mato Grosso;16;2;14;3;X;X;Toneladas;3;X;X;9;X;X;9;X;X;MT;3035122;2482801;552321;X;X;X
Orégano;Mato Grosso;28;3;25;1;0;1;Toneladas;1;0;0;14;1;13;7;1;6;MT;3035122;2482801;552321;X;X;X
Pepino;Mato Grosso;296;42;254;912;233;679;Toneladas;893;231;662;1.280;361;918;1.255;358;897;MT;3035122;2482801;552321;X;X;X
Pimenta;Mato Grosso;300;38;262;83;8;75;Toneladas;81;8;74;510;54;456;497;50;448;MT;3035122;2482801;552321;X;X;X
Pimenta;Mato Grosso;300;38;262;83;8;75;Toneladas;81;8;74;510;54;456;497;50;448;MT;3035122;2482801;552321;X;X;X
Quiabo;Mato Grosso;883;102;781;1.382;79;1.303;Toneladas;1.294;74;1.220;2.911;180;2.731;2.747;169;2.578;MT;3035122;2482801;552321;X;X;X
Rabanete;Mato Grosso;172;27;145;81;30;51;Toneladas;73;26;47;208;63;145;189;55;134;MT;3035122;2482801;552321;X;X;X
Repolho;Mato Grosso;339;43;296;1.100;328;772;Toneladas;1.023;319;704;1.281;300;981;1.214;288;926;MT;3035122;2482801;552321;X;X;X
Rúcula;Mato Grosso;800;133;667;1.114;390;724;Toneladas;1.065;371;694;5.064;1.527;3.537;4.860;1.453;3.407;MT;3035122;2482801;552321;X;X;X
Salsa;Mato Grosso;948;148;800;647;113;535;Toneladas;609;105;503;2.928;533;2.396;2.748;491;2.258;MT;3035122;2482801;552321;X;X;X
Salsa;Mato Grosso;948;148;800;647;113;535;Toneladas;609;105;503;2.928;533;2.396;2.748;491;2.258;MT;3035122;2482801;552321;X;X;X
Taioba;Mato Grosso;2;1;1;X;X;X;Toneladas;X;X;X;X;X;X;X;X;X;MT;3035122;2482801;552321;X;X;X
Abobrinha;Mato Grosso do Sul;851;123;728;1.861;151;1.710;Toneladas;1.756;139;1.617;2.536;225;2.311;2.371;206;2.165;MS;2449024;2097238;351786;X;X;X
Acelga;Mato Grosso do Sul;84;10;74;169;28;141;Toneladas;149;28;122;322;49;274;263;46;217;MS;2449024;2097238;351786;X;X;X
Agrião;Mato Grosso do Sul;137;34;103;495;135;360;Toneladas;487;130;356;2.808;591;2.217;2.759;566;2.193;MS;2449024;2097238;351786;X;X;X
Alcachofra;Mato Grosso do Sul;2;-;2;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;MS;2449024;2097238;351786;X;X;X
Alecrim;Mato Grosso do Sul;21;2;19;1;X;X;Toneladas;1;X;X;8;X;X;8;X;X;MS;2449024;2097238;351786;X;X;X
Alface;Mato Grosso do Sul;1.527;251;1.276;8.228;2.693;5.536;Toneladas;7.340;2.324;5.016;25.985;7.630;18.355;23.018;6.703;16.315;MS;2449024;2097238;351786;X;X;X
Almeirão;Mato Grosso do Sul;656;107;549;1.033;172;861;Toneladas;958;140;818;2.934;594;2.339;2.658;498;2.160;MS;2449024;2097238;351786;X;X;X
Aspargo;Mato Grosso do Sul;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;MS;2449024;2097238;351786;X;X;X
Batata-doce;Mato Grosso do Sul;307;30;277;920;48;873;Toneladas;860;44;816;906;35;871;763;27;736;MS;2449024;2097238;351786;X;X;X
